,Annotated_reduced_label,Unit,Turn,B4,B2,Annotated_emotion_id
504,15,"They work in the US, as well as 120 countries worldwide, many in Africa, South America, and Asia.",2,0,20180831-031446_408_live,confident
505,17,"Yes, their goal is to help children specifically. They do so through programs targeted to the problems children face in a specific country. So, in the US, they focus on advocacy, education, and disaster relief, whereas globally they also help with health, human rights abuses, and hunger.  ",3,0,20180831-031446_408_live,caring
506,17,"They do a great job of spending their donation money on children. 86 percent of what you donate goes directly to helping children, with the rest used for administrative needs.",4,0,20180831-031446_408_live,caring
507,3,"Yes, they are a nonprofit, and they are very open about their programs and finances. They provide anyone interested with copies of their 990s and other forms showing how they used their money.",5,0,20180831-031446_408_live,trusting
508,3,"No, they are not affiliated with any particular religion. They are run by a professional staff and board of trustees. They were founded in London in 1919.",6,0,20180831-031446_408_live,trusting
509,20,"On their website, there is a link to make an immediate monetary payment, or you can look through their catalog and choose a specific child to sponsor.",7,0,20180831-031446_408_live,hopeful
510,20,"There are other ways, such as a planned gift, or starting a fundraiser, or volunteering or working with their advocacy program.",8,0,20180831-031446_408_live,hopeful
511,18,"Around 155 million children annually. It looks like we are at the end of our alloted chat, so I need to ask, How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).",9,0,20180831-031446_408_live,apprehensive
512,17,"Hi, how are you today?",0,0,20180831-082733_742_live,caring
513,14,"I'm good, I'm never ready when I should be , haha",1,0,20180831-082733_742_live,guilty
514,17,"Well, how do you feel about charity's like Save the Children? Do you donate often?",2,0,20180831-082733_742_live,caring
515,20,Would you ever consider donating?,3,0,20180831-082733_742_live,hopeful
516,17,"Sure, they go to many things well, revolving around children anyway. Some of their funding goes to the refugee children who are going hungry, without education, and medical help. They go to children who have been through natural disasters to help them and their families rebuild the communities like the most recent hurrican in Texas. They also fund programs for inner city kids to have a safe haven while continuing their education.",4,0,20180831-082733_742_live,caring
517,17,"Yes, I've donated reguarly, most of the time I wish I could do more but even the smallest amounts help.... even pennies add up if there's enough ::)",5,0,20180831-082733_742_live,caring
518,20,"Well, today the research team are giving all of us the oppurtunity to donate some of our bonus money if we are interested in doing so....  ",6,0,20180831-082733_742_live,hopeful
519,3,I'm going to donate $.25 of mine like I said it's not much but something is better then nothing at least that's what I've been told since I was a kid :),7,0,20180831-082733_742_live,trusting
520,15,"Well, they're a international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. And all of the donations they recieve go towards the children unlike other charities who only donate a portion.",8,0,20180831-082733_742_live,confident
521,11,"See, $.25 has now turned in $.55 almost the price of a candy bar ;)",9,0,20180831-082733_742_live,surprised
522,17,Hello.  How are you today?,0,0,20180831-065311_853_live,caring
523,21,Doing fine. Have you heard about this charity Save the Children?,1,0,20180831-065311_853_live,content
524,17,Seems like they're needing donations and a little help right now. Would you like to donate some of your task payment to them today?,2,0,20180831-065311_853_live,caring
525,20,Whatever you want to donate will be fine! How much do you like to donate?,3,0,20180831-065311_853_live,hopeful
526,11,Sounds great. That amount - 0.20 cents - will be deducted directly from your task payment.,4,0,20180831-065311_853_live,surprised
527,22,Great.  ,5,0,20180831-065311_853_live,impressed
528,8,Thank you! Have a great one!,6,0,20180831-065311_853_live,grateful
529,17,Okay. Do you have other charities like this that you help out?,7,0,20180831-065311_853_live,caring
530,22,Nice. Do you own a dog or another pet?,8,0,20180831-065311_853_live,impressed
531,22,What breeds do you like? What breed is yours?,9,0,20180831-065311_853_live,impressed
532,11,Hello?,0,0,20180831-180355_992_live,surprised
533,17,"Have you heard about that charity ""Save the Children""?",1,0,20180831-180355_992_live,caring
534,22,What do you think about it?,2,0,20180831-180355_992_live,impressed
535,6,"Why is that when US is financially stable for the most part, if you have a heart you would be concern about children all over the world sick and no access to education..",3,0,20180831-180355_992_live,sad
536,17,Actually being the richest country in the world it is our responsibility to help the 3rd world country socially and spiritually,4,0,20180831-180355_992_live,caring
537,20,"would you like to donate then, your entitled to your opinion but that should stop you from donating, you can start with $1?",5,0,20180831-180355_992_live,hopeful
538,5,"So since you don't agree with what kid the money go to mean to let kids you can help suffer because you want to help kids who live in your neighborhood who most likely make around the same income as you, being that they live in the same nieghborhood as you. Before helping someone that needed it because you close mined? ",6,0,20180831-180355_992_live,angry
539,8,Even if its poor you still make similar incomes as people in your nieghborhood vs kids in South America and South Africa where they really need help is alot more then any proverty filled nieghborhood. Do a good deed and donate?,7,0,20180831-180355_992_live,grateful
540,12,"Bully over the internet funny, you don't have to be so sensitive it aint that serious. You have a good day.",8,0,20180831-180355_992_live,annoyed
541,8,Thank you ,9,0,20180831-180355_992_live,grateful
542,11,Hello. My name is Jae. And who am I speaking with on this fine day?,0,0,20180831-191711_71_live,surprised
543,8,"Well hello Gail. I am very fine. Thank You for asking. I truly appreciate that. And how is your day today, Gail?",1,0,20180831-191711_71_live,grateful
544,11,"WHAT??!! I just had left over turkey. Mmmmmmmmmm. Turkey sounds great. Sounds much better than my version of turkey. And yes, I like to cook. Do you have any leftover turkey burgers? lol",2,0,20180831-191711_71_live,surprised
545,22,"OMG, Gail!!!! You're a woman after my own heart. Where have you been? ,)",3,0,20180831-191711_71_live,impressed
546,22,"I always wanted to visit the ""BIG"" state. Definitely have to go down south very soon. As for me, I\'m in the BIG Apple, NYC. And speaking of burgers and spicy food, do you share your expertise in these fine foods with charity or charity work?",4,0,20180831-191711_71_live,impressed
547,20,"Awesome, Gail. That is great work indeed. Well, the reason why I ask is because I represent a great organization called, ""Save the Children"". We are an international non-governmental organization that promotes children\'s rights, provides relief and helps support children in developing countries and we are looking for donations today. Gail, I need your burgers..............excuse me, your charity in a well to do donation. Can I interest you in this?",5,0,20180831-191711_71_live,hopeful
548,2,"Awesome!!!! Gail, as soon we started this conversation, I felt great things about you. The vibe was right. Besides the great charity work at your church establishment, have you done any other types of charity before?",6,0,20180831-191711_71_live,proud
549,8,"Gail, you are a SAINT!!!! We need more angels like you, especially in today's climate of change. Gail, your provided donation today will essentially help in ensuring children of the world rights to health, education, safety, and most of all, safety. You will make a tangible impact for the world. Would you like some examples, statistics as to why we fight the good fight?",7,0,20180831-191711_71_live,grateful
550,8,"In histories past to today, we are shown the lack of support for children in developing countries, especially in war torn areas. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Your donation can address such problems. Gail, my angel. You are part of the solution. Let me ask you, how much money do they spend on unnecessary stuff like a bag of snacks or candy?",8,0,20180831-191711_71_live,grateful
551,20,"Well, that five dollars can be used in more meaningful ways now. Your small donations will indeed help a lot of children and their families. Gail, shall we get started with your donation then?",9,0,20180831-191711_71_live,hopeful
552,11,"You are amazing, Gail!!!! How much do you like to donate to the charity now? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).",10,0,20180831-191711_71_live,surprised
553,17,Good Friday morning to you! How are you today?,0,0,20180831-040908_90_live,caring
554,11,"I am doing really well. I am a little surprised at how cold it is here this morning-it's only in the 50's, which I was not expecting. How is it by you?",1,0,20180831-040908_90_live,surprised
555,20,Interesting. I was going to ask you if you had heard about the organization Save the Children. Are you interested in donating even $0.05 of today's pay to help the kids?,2,0,20180831-040908_90_live,hopeful
556,20,Well that is really great. What is the amount you would like to pledge from today's payment?,3,0,20180831-040908_90_live,hopeful
557,8,That would be a great help to the children! Thank you! Yes this is a charity that not only helps outside of the US but also inside. Have you heard about the storms/flooding in Hawaii?,4,0,20180831-040908_90_live,grateful
558,20,"STC works to provide kids with the basic things that they need like food, healthcare and shelter issues. I know as soon as the floods hit Hawaii STC pledged to help out.  The US based center is in CT. Are you interested in more info?",5,0,20180831-040908_90_live,hopeful
559,20,"Yes, you can donate any time. I have you down for $1 for today, right?",6,0,20180831-040908_90_live,hopeful
560,3,I can give you their website. It is  URL let me know if the link comes through.,7,0,20180831-040908_90_live,trusting
561,2,"Well, from what I read, close to 90% of the money that they collect goes directly to the kids. I know that makes me feel really good. How about you?.",8,0,20180831-040908_90_live,proud
562,8,"Yes. Did you see that they also give the chance to sign up and sponsor individual kids? Also, thank you for your $ donation!",9,0,20180831-040908_90_live,grateful
563,17,Hello.,0,0,20180831-043947_465_live,caring
564,20,Doing fine. Trust you are doing well?,1,0,20180831-043947_465_live,hopeful
565,17,Are you familiar with the chariable organization called Save the Children?,2,0,20180831-043947_465_live,caring
566,15,"I was just doing some research on them. They help to ensure children's rights to health, education, and safety. That sounds like a good mission, don't you agree?",3,0,20180831-043947_465_live,confident
567,22,"For instance, much of their focus is on working with children in developing countries, and especially in war zones. That sounds like very important work to help children in those areas.",4,0,20180831-043947_465_live,impressed
568,3,"You should check out their website some time, it's  URL ",5,0,20180831-043947_465_live,trusting
569,6,"I just read there that in Syria, millions of children have grown up with a daily threat of violence. In January and February, around 1,000 children were killed or injured there. I can't imagine having to live in those kinds of conditions each day.",6,0,20180831-043947_465_live,sad
570,20,I plan on donating to them after what I've read about them. Would you consider making a donation as well?,7,0,20180831-043947_465_live,hopeful
571,17,"If you did, how much would you like to donate from your task payment? It can be any amount up to $2. ",8,0,20180831-043947_465_live,caring
572,15,Great! The research team will collect the donation and send it to Save the Children.,9,0,20180831-043947_465_live,confident
573,17,hi how are you?,0,0,20180831-175925_143_live,caring
574,21,fine today...do you have children?,1,0,20180831-175925_143_live,content
575,17,Do you like children?,2,0,20180831-175925_143_live,caring
576,17,Do you want to help children?,3,0,20180831-175925_143_live,caring
577,17,Do you want to help poor children without food?,4,0,20180831-175925_143_live,caring
578,17,Do you want to help children without resources get an education?,5,0,20180831-175925_143_live,caring
579,17,How much in dollars would help a child in a poor country with basic needs?,6,0,20180831-175925_143_live,caring
580,17,have you heard of save the children?,7,0,20180831-175925_143_live,caring
581,18,Are   you worried about donating to charities,8,0,20180831-175925_143_live,apprehensive
582,20,"right, save the children is legitimate for sure, can you donate one dollar a day to help a needy child?",9,0,20180831-175925_143_live,hopeful
583,8,"check out save the children on the web , you will find it easy..thanks for the help!",10,0,20180831-175925_143_live,grateful
584,17,"Hi, how are you?",0,0,20180831-073919_112_live,caring
585,2,I'm great.  Thank you!  Are you familiar with Save the Children?,1,0,20180831-073919_112_live,proud
586,8,Great!  If you want you can donate some of your task payment today.  Would you be interested in doing that?,2,0,20180831-073919_112_live,grateful
587,17,That's great.  I certainly understand.  Save the Children does a lot to help children internationally.  Any amount you could give would help.  But I understand if you don't want to,3,0,20180831-073919_112_live,caring
588,16,"Yeah, I get that.  Asking someone to donate from their mTurk earnings is asking a lot considering how little these HITs pay!",4,0,20180831-073919_112_live,disappointed
589,8,"Yeah, it does help a lot.  Any little bit extra you can bring in is a bonus",5,0,20180831-073919_112_live,grateful
590,10,yep lol that sounds familiar.  I'm in the same boat,6,0,20180831-073919_112_live,embarrassed
591,20,"Yeah, I think so.  They told me to try to persuade you to donate to Save the Children",7,0,20180831-073919_112_live,hopeful
592,18,lol I know I am...I'm not really interested in trying to convince anyone to donate.  I don't even know if its a real charity.  It gets used an awful lot in these HITs,8,0,20180831-073919_112_live,apprehensive
593,20,"Yeah, I agree with that.  Well, I hope you have a great day!",9,0,20180831-073919_112_live,hopeful
594,17,How are you today?,0,0,20180831-223214_28_live,caring
595,17,"I am great, thanks! I would like to tell you about Save the Children and how you can donate part of this HIT award to the organization. Hundreds of thousands of children die every year because of hunger, and millions don't have access to quality, healthcare and education.",1,0,20180831-223214_28_live,caring
596,15,"Sure. Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries. Your donation, and other MTurkers' donations, are essential to help ensuring children's rights to health, education, safety, etc. Your donation will make a tangible impact for the world",2,0,20180831-223214_28_live,confident
597,0,"It is. There is a lack of support for children in developing countries. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence. Do you think you would be interested in donating?",3,0,20180831-223214_28_live,sentimental
598,8,That's great! Thank you for doing that. And a little bit of money goes a long way in these organizations. Just 77 cents a day can shelter a refugee family for a day. Do you have any children?  ,4,0,20180831-223214_28_live,grateful
599,3,"I have four kids and it breaks my heart to think of others suffering so much in the rest of the world, and Save the Children is a great and trusted organization. You can rest assured that your money will go toward helping children with what they need the most. Can the organization count on your donation from this hit?  ",5,0,20180831-223214_28_live,trusting
600,3,That's unfortunate. Even 50 cents would help! Can I count on you for that?,6,0,20180831-223214_28_live,trusting
601,8,That would be great! You won't regret it. Every little bit helps. ,7,0,20180831-223214_28_live,grateful
602,8,Small donations will indeed help a lot of children and their families.,8,0,20180831-223214_28_live,grateful
603,15,The research team will collect all donations and send it to Save the Children. I'm guessing you'll be prompted after our chat ends.,9,0,20180831-223214_28_live,confident
604,8,"Thanks for the chat! Have a good day. Once you respond, I can select done to end the chat.",10,0,20180831-223214_28_live,grateful
605,17,How would you like to donate to save the children,0,0,20180831-052816_178_live,caring
606,17,It's an excellent charity that helps get children the necessary things that they need to survive,1,0,20180831-052816_178_live,caring
607,17,"I understand that, but sometimes you just need to be made aware of some excellent charities",2,0,20180831-052816_178_live,caring
608,17,"Right and I understand how most people don't think that they need to help children in other countries, but if we don't then who will. These children need all the help that they can get.",3,0,20180831-052816_178_live,caring
609,20,I'm willing to donate 1 dollar to this cause are you?,4,0,20180831-052816_178_live,hopeful
610,20,"I'm willing to accept any amount that you are willing to donate, but wouldn't you like to be able to donate a little more to help the poor defenseless children?",5,0,20180831-052816_178_live,hopeful
611,20,Ok I'm happy to at least get something. So out of your two dollar payment you are only willing to donate 10 cents?,6,0,20180831-052816_178_live,hopeful
612,8,Alright thanks for being willing to donate.,7,0,20180831-052816_178_live,grateful
613,20,In the future I would work on my willingness to donate more,8,0,20180831-052816_178_live,hopeful
614,12,I don't want to argue with you,9,0,20180831-052816_178_live,annoyed
615,17,Hello. How are you? ,0,0,20180831-205301_781_live,caring
616,21,I'm doing good. I understand about the long week. Thank goodness it's the weekend. ,1,0,20180831-205301_781_live,content
617,16,"We're planning to hit the beach, but it's a shame that there are so many kids in poverty who won't be able to enjoy the beach or birthday parties. Don't you agree?",2,0,20180831-205301_781_live,disappointed
618,8,"I agree. We live near the beach right now too, and it's great. My kids are so fortunate to be living a life so far removed from war zones like kids in Syria. And, to have their basic needs met to be able to enjoy their childhood. Have you heard of Save the Children?",3,0,20180831-205301_781_live,grateful
619,3,It's an awesome nonprofit that helps fight for children's rights all over the world.  URL has a lot more information. ,4,0,20180831-205301_781_live,trusting
620,3,"Oh, I totally understand. I feel like most of those organizations take the money and run. Save the Children actually has 86% of the money that is donated directly helping the children. It's listed on Forbes list of top 50 charities. ",5,0,20180831-205301_781_live,trusting
621,3,They also have their annual financial report actually listed on their website which I think is pretty impressive for a charity organization. Would you consider donating part of your pay for this task to Save the Children?,6,0,20180831-205301_781_live,trusting
622,16,"I understand. It's important to do research before giving money to organizations. This one just seems like they're doing a lot of great work helping children in the U.S. and abroad. And, it would be so easy to have your payment taken directly from your task payment.",7,0,20180831-205301_781_live,disappointed
623,16,"I haven't in the past, but after reading more about them I definitely plan to. Their credentials are outstanding. And, I like that so much of their proceeds actually go to help. I've seen some awful numbers from organizations like Goodwill who claim to be helping but all of their money actually goes to their CEO's.",8,0,20180831-205301_781_live,disappointed
624,11,"Oh, really? I haven't heard about Susan G Komen being so bad, I will have to look into that. I did a race of theirs about 10 years ago. ",9,0,20180831-205301_781_live,surprised
625,3,"That's awful. That's why I'm pleasantly surprised to see that Save the Children has such a high percentage of donations being used. And, no. They don't only help in Syria. They support kids all over the world by helping them get healthcare, education, making sure their safe, etc. I'm going to donate part of my proceeds. I think you should too!",10,0,20180831-205301_781_live,trusting
626,17,Hi. How are you this evening? ,0,0,20180831-200600_498_live,caring
627,21,"I'm good, thank you. ",1,0,20180831-200600_498_live,content
628,17,"Yes, I do.  Have you ever heard of Save the Children? ",2,0,20180831-200600_498_live,caring
629,15,"In case you didn't know, they are an international organization that promotes children's rights and provides relief and helps support children in developing countries. ",3,0,20180831-200600_498_live,confident
630,3,"Yes, I support this charity and yes, I will.   Do you have children? ",4,0,20180831-200600_498_live,trusting
631,17,"As a parent, I feel this charity is so important and I hope you can feel that way too.  No child should go to bed hungry. ",5,0,20180831-200600_498_live,caring
632,15,"Ha ha.  Yes, I am a real person.  ( I knew that I knew that line from somewhere)",6,0,20180831-200600_498_live,confident
633,20,I'm still deciding.  How much would you like to donate to this charity now? ,7,0,20180831-200600_498_live,hopeful
634,2,"Ok, that's great.  ",8,0,20180831-200600_498_live,proud
635,2,"Yes, we do ",9,0,20180831-200600_498_live,proud
636,4," Hi, my name is Robert.",0,0,20180831-231226_976_live,joyful
637,17," I will like a few minutes of your time to tell you about "" Save The Children Foundation"".",1,0,20180831-231226_976_live,caring
638,15,"Save the Children is an international non-governmental organization that promotes children's rights, provides relief and helps support children in developing countries.",2,0,20180831-231226_976_live,confident
639,17,"Yes, you are right, save the children is what you are saying also Your donation will make a tangible impact for the world such as help ensuring children's rights to health, education and safety.",3,0,20180831-231226_976_live,caring
640,20,I am asking for a small donation.,4,0,20180831-231226_976_live,hopeful
641,3,"If you can a donation of .01 to $2.00 will be great, but first bear with me a little longer.",5,0,20180831-231226_976_live,trusting
642,17,You can donate to an individual child or a group of children.,6,0,20180831-231226_976_live,caring
643,20,If you can donate 5 cents that will be great.,7,0,20180831-231226_976_live,hopeful
644,15,Your donation will be directly deducted from your task payment.,8,0,20180831-231226_976_live,confident
645,8,Thank you very much.,9,0,20180831-231226_976_live,grateful
646,17,"hello, how are you doing today?",0,0,20180831-103236_81_live,caring
647,22,Thats good... what did you think of this survey so far... kinda long!,1,0,20180831-103236_81_live,impressed
648,11,"lol... I wasn't sure when I started, but I think I'm catching on.... have you heard of an organization called Save the Children?",2,0,20180831-103236_81_live,surprised
649,22,What do you think of the group?,3,0,20180831-103236_81_live,impressed
650,17,"That's true... but it IS hard to think of any child going hungry. Regardless of where they live, it's not their fault, wouldn't you say?",4,0,20180831-103236_81_live,caring
651,17,But you don't feel that kids in other countries deserve our help?,5,0,20180831-103236_81_live,caring
652,20,What if you could do both? ,6,0,20180831-103236_81_live,hopeful
653,20,"Hey any little bit helps I'm sure! What about donating money you haven't even seen yet, like a portion of the profits from completing this HIT? ",7,0,20180831-103236_81_live,hopeful
654,16,"Do you think you'd really miss even the $1 you could donate to these kids, when you're out on your hike, eating all of the yummy snacks you had easy access to, and looking at our beautiful countryside, free from war?",8,0,20180831-103236_81_live,disappointed
655,15,I'm sure they,9,0,20180831-103236_81_live,confident
656,17,there it is... how about we split it? You donate fifty cents and I'll donate fifty cents... win for the kids?!,10,0,20180831-103236_81_live,caring
657,17,Hi,0,0,20180831-054654_563_live,caring
658,15,We are supposed to donate some of our bonus to charity I see.  ,1,0,20180831-054654_563_live,confident
659,6,Is it $2 each or do we share the bonus?,2,0,20180831-054654_563_live,sad
660,21,"Okay, well that's fine, I don't mind donating the whole thing as well.",3,0,20180831-054654_563_live,content
661,18,"""Making a donation agreement too early in the chat may lead to meaningless conversations.""  Well.. lol.  How\'s the weather? ",4,0,20180831-054654_563_live,apprehensive
662,15,"Yea, absolutely.   ",5,0,20180831-054654_563_live,confident
663,17,"Yes, I always try and donate from these studies if I have the chance.",6,0,20180831-054654_563_live,caring
664,14,"Oh that's true, that too.   I like when it's right in front of me, because I like to donate but admittedly I am too lazy to search out new ways.",7,0,20180831-054654_563_live,guilty
665,15,yes thats true too,8,0,20180831-054654_563_live,confident
666,16,"oh that's cool.   I've always wanted to do something like that, instead of working in the field I do now.",9,0,20180831-054654_563_live,disappointed
667,17,Hello! Have you ever donated to a charity before?,0,0,20180831-083027_46_live,caring
668,17,I have too! I love dogs. What about Save the Children?,1,0,20180831-083027_46_live,caring
669,17,Save the Children is a great organization. Would you be willing to donate some of your earnings from this task toward that charity?,2,0,20180831-083027_46_live,caring
670,8,"That's so generous! It's easy to donate when you feel attached to the situation, but helping someone you don't know takes a really special kind of person.",3,0,20180831-083027_46_live,grateful
671,3,I agree! Have you ever volunteered your time for a charity?,4,0,20180831-083027_46_live,trusting
672,17,"We're all so busy or sometimes it's hard to get out to help so donating is a really good way to be able to help. Based on my understanding of Save the Children, it's an organization that is really important in this present time. In 2018 many children are affected by wars (for example Syria). ",5,0,20180831-083027_46_live,caring
673,20,"Anything you could donate would be amazing, from .01 to the full $2. Even a small donation helps multiple children. Do you think you could give a little more?",6,0,20180831-083027_46_live,hopeful
674,17,"That's great. I think about the amount of money I spend on buying cup of coffee these days, I could definitely go without one in order to help some kids!",7,0,20180831-083027_46_live,caring
675,20,"Maybe we can each encourage someone else in our lives to make a donation, and spread the impact. Do you feel like you're willing to donate that .50 cents?",8,0,20180831-083027_46_live,hopeful
676,8,That's amazing. Thanks so much for being so kind and open-minded today.  I've enjoyed talking to you and hope you have a great day!,9,0,20180831-083027_46_live,grateful
677,4,Hey good day.,0,0,20180831-070455_353_live,joyful
678,21,I am good. How about you?,1,0,20180831-070455_353_live,content
679,11,I am currently in florida.,2,0,20180831-070455_353_live,surprised
680,17,I am doing this service as a volunteer. Giving back some of my time to worthy cause.,3,0,20180831-070455_353_live,caring
681,17,Giving help to children in need. Are able to do so today??,4,0,20180831-070455_353_live,caring
682,3,Your time is much more valuable.,5,0,20180831-070455_353_live,trusting
683,3,The task your doing is time and is equated to money. Thus give some of your time and they get part or all of your reward,6,0,20180831-070455_353_live,trusting
684,3,there is a reward for this task. I giving them my reward. Can you do the same??,7,0,20180831-070455_353_live,trusting
685,20,"at least half maybe the entire, it is not much but with additional help it will make a difference.",8,0,20180831-070455_353_live,hopeful
686,15,I bet it would. Think about it.,9,0,20180831-070455_353_live,confident
687,15,your cent and my cent with other cents will add up.,10,0,20180831-070455_353_live,confident
688,17,Hello,0,0,20180831-184520_110_live,caring
689,17,I am good. How are you?,1,0,20180831-184520_110_live,caring
690,17,I was wondering would you like to donate money to Save the Children?,2,0,20180831-184520_110_live,caring
691,17,You can donate as little or as much as you want. It is to help children in need all over the world.,3,0,20180831-184520_110_live,caring
692,14,Yes. I'm Sorry. it is for charity. I thought I mentioned that.,4,0,20180831-184520_110_live,guilty
693,15,It is a Non-Profit Charity,5,0,20180831-184520_110_live,confident
694,15,We have a few options. You can send in either a check or money order. Make a donation on our website or have a monthly payment deducted from your banking account.,6,0,20180831-184520_110_live,confident
695,15,Yes there is,7,0,20180831-184520_110_live,confident
696,3,"Absolutely, I totally understand.",8,0,20180831-184520_110_live,trusting
697,3,Here is the website  http:// URL ,9,0,20180831-184520_110_live,trusting
698,17,"Ahoy there kind stranger! Tell me, are you as full of joy , love, and charity as me today?",0,0,20180831-131354_977_live,caring
699,6,Can I inquire as to why the charity section of your heart id potentially hardened?,1,0,20180831-131354_977_live,sad
700,3,"Well, let me ask you this. What do you believe the value of charity is to you? ",2,0,20180831-131354_977_live,trusting
701,16,"I would argue that the recipient is not relevant. You see, in my opinion, Charity in and of itself is a selfish act. Or perhaps, a better way to say it is that it is more of an exchange. We exchange our time, energy, money etc for a powerful thing. That thing is called purpose. ",3,0,20180831-131354_977_live,disappointed
702,17,"Perhaps, but does the definition matter to those who are in need? ",4,0,20180831-131354_977_live,caring
703,3,"Well, I have one in mind specifically. It's called Save The Children. They seem pretty fantastic. Theyve single handedly reduced the infant mortality rate by 62% in third world countries. Can I verify that? Of course not. But I believe it. And thats what matters to me. I believe that the little I have to give could help, and because of that it makes me feel delightful. I'm doing my best with what I've got. Are you?",5,0,20180831-131354_977_live,trusting
704,20,"Of course! As you should. I believe your heart it good, I can tell just from talking to you anonymously. But I also believe that there is more of you to share with the world. The world needs it, and I believe you want to feel it. So let me ask you this: The researchers conducting this study are able to use all of your bonus or just some and send it directly to this children's charity. Do you think you are ready to do that? ",6,0,20180831-131354_977_live,hopeful
705,22,I think thats very admirable of you. Truly kind. It's pleasure talking with you today.,7,0,20180831-131354_977_live,impressed
706,16,"Do you feel like you could have given more out of curiosity? And if so, what held you back?",8,0,20180831-131354_977_live,disappointed
707,2,"Understood. Well, congrats on expanding yourself today, my friend.",9,0,20180831-131354_977_live,proud
708,17,"Hello, how are you doing this afternoon? ",0,0,20180831-184944_472_live,caring
709,4,I am doing great. Thanks for asking.,1,0,20180831-184944_472_live,joyful
710,17,I would like talk with you about a very important charity called Save the Children. Have you ever heard of them?,2,0,20180831-184944_472_live,caring
711,15,"Save the Children is an amazing organization that strives to help children in different areas, such as, healthcare, education, and safety. They not only help children in the United States, they are also making a difference all over the world. Donations that are giving to the company is strictly used to help the children with their needs. They are well known and trusted all over the world.",3,0,20180831-184944_472_live,confident
712,3,"86% goes to program services, 9% fundraising, and 5% management and general",4,0,20180831-184944_472_live,trusting
713,3,"That is fine, I want you to be sure that your money is going directly to help the children, and not to fatten someones pocket. I would also like to point out that in 2017 alone, Save the Children help 155 million children in 120 Countries and 237 thousand US children in 22 states and Peurto Rico. They are an outstanding organization thats what to see every child reach their dreams and live a full healthy life.",5,0,20180831-184944_472_live,trusting
714,17,"They are well known and loved by many people all over the world. Yet, in order for them to continue helping children, they need people that are willing to think about the needs of children who greatly need help. You could be a hero in a child's life by donating to Save the Children. ",6,0,20180831-184944_472_live,caring
715,8,Absolutely!! Anything that you are able to donate would make a major difference in a child's life. Thank you so much for caring about the children that so many have forgotten!!,7,0,20180831-184944_472_live,grateful
716,8,Your donation is plenty and will save a child! You are an amazing person! Welcome to the Save the Children family!!,8,0,20180831-184944_472_live,grateful
717,15,"I don't see a link, so I am sure you will find one after the chat",9,0,20180831-184944_472_live,confident
718,8,"Thank you, from all the children!",10,0,20180831-184944_472_live,grateful
719,4,"Hello, how is it going today?",0,0,20180831-193934_858_live,joyful
720,21,I am doing pretty well now that the 3 day weekend has arrived :),1,0,20180831-193934_858_live,content
721,11,I hear ya there!  Ok I just want to know a little more about you.  Have you recently donated to any charities?,2,0,20180831-193934_858_live,surprised
722,22,Wow that is admirable!  Wish there were more people like you in this world.  It would be a much better place.  I have donated as well whenever I can.  Today you and I can both make a difference to a certain charity that could really use our help. ,3,0,20180831-193934_858_live,impressed
723,17,Have you heard of Save the Children Foundation?,4,0,20180831-193934_858_live,caring
724,0,"Because of a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.  Save the Children is focusing on getting these children into safety.",5,0,20180831-193934_858_live,sentimental
725,8,"That is what I like to hear.  I tell you what, you can donate any amount from $.01 to $2.00 from this turk study.  I will match whatever you would decide to donate!",6,0,20180831-193934_858_live,grateful
726,8,"Yes, that is more than acceptable and very generous of you.  So $1.00 from each of us will be donated can you please confirm that amount.",7,0,20180831-193934_858_live,grateful
727,17,"Cool,  I hope you have a good weekend",8,0,20180831-193934_858_live,caring
728,4,Football is on the horizon :),9,0,20180831-193934_858_live,joyful
729,3,Alrigh peace be with you,10,0,20180831-193934_858_live,trusting
730,17,"Hello, how are you today?",0,0,20180831-185836_687_live,caring
731,8,great thank you.  Can I ask you a question?,1,0,20180831-185836_687_live,grateful
732,3,Would you consider yourself a charitable person?  Do you donate to charities?,2,0,20180831-185836_687_live,trusting
733,17,"Have you ever heard of Save The Children?  In the U.S. and around the world, Save the Children does whatever it takes ¡ª every day and in times of crisis ¡ª to give children a healthy start in life, the opportunity to learn and protection from harm.",3,0,20180831-185836_687_live,caring
734,17,YOu can donate today by giving some or all of your MTURK hit money.,4,0,20180831-185836_687_live,caring
735,8,I completely understand.  That is very generous of you.,5,0,20180831-185836_687_live,grateful
736,3,"nearly 9 out of 10 dollars going directly to children in need, Save the Children uses your generous donations in the most cost-effective ways possible.",6,0,20180831-185836_687_live,trusting
737,8,"corporate, foundation and individual donors, who helped us build better lives and futures for 157 million children last year.",7,0,20180831-185836_687_live,grateful
